accession,best_query,best_bits,max_fident,nearest_query,seqid_nearest,cov_nearest,low_coverage,triad_found,pocket_ok,composite,above_threshold,mean_plddt,catalytic_ser,his,acid
MGYP001501451033,8B4U,814.0,19.3,8B4U,26.85,0.874,False,True,True,-1.5817,False,,129,254,227
MGYP000159186357,8B4U,685.0,16.3,6EQE,25.48,0.543,False,True,True,-1.5851,False,,617,724,692
MGYP000145829117,8B4U,406.0,11.9,8B4U,27.14,0.234,True,True,True,-1.5863,False,,234,377,323
MGYP000294015663,8B4U,444.0,11.9,4WFI,24.56,0.578,False,True,True,-1.5878,False,,126,286,258
MGYP000616252913,8B4U,914.0,23.1,8B4U,27.56,0.944,False,True,True,-1.5888,False,,124,248,218
MGYP003575411270,8B4U,405.0,11.9,4WFI,21.94,0.795,False,True,True,-1.5899,False,,151,341,308
MGYP000467261057,8B4U,829.0,21.8,8B4U,27.39,0.807,False,True,True,-1.5906,False,,123,245,217
MGYP000246036299,8B4U,698.0,17.7,8B4U,24.12,0.743,False,True,True,-1.5911,False,,122,245,216
MGYP001820661804,8B4U,702.0,16.5,8B4U,21.38,0.855,False,True,True,-1.5962,False,,109,283,249
MGYP000512325444,8B4U,670.0,17.3,8B4U,20.93,0.918,False,True,True,-1.597,False,,325,441,409
MGYP000847475055,8B4U,841.0,23.6,8B4U,28.4,0.848,False,True,True,-1.5991,False,,106,222,193
MGYP001603615274,8B4U,414.0,11.7,4EB0,24.49,0.504,False,True,True,-1.5992,False,,576,694,659
MGYP001240612557,8B4U,395.0,11.4,4CG1,22.86,0.935,False,True,True,-1.6002,False,,164,362,329
MGYP001574684147,8B4U,703.0,17.2,4CG1,28.78,0.5,False,True,True,-1.6003,False,,113,268,238
MGYP001824409292,8B4U,683.0,17.2,8B4U,25.0,0.758,False,True,True,-1.6005,False,,240,347,315
MGYP000976136192,8B4U,459.0,11.2,6EQE,24.02,0.758,False,True,True,-1.6012,False,,142,334,304
MGYP001120019685,8B4U,942.0,23.7,8B4U,27.2,0.944,False,True,True,-1.6023,False,,111,233,200
MGYP000494552754,8B4U,667.0,17.9,8B4U,26.67,0.836,False,True,True,-1.6027,False,,154,251,223
MGYP001431563312,8B4U,675.0,17.1,8B4U,23.95,0.721,False,True,True,-1.6048,False,,113,270,243
MGYP001088321265,8B4U,675.0,17.2,8B4U,24.1,0.952,False,True,True,-1.6058,False,,368,480,448
MGYP002622687975,8B4U,727.0,17.2,8B4U,23.3,0.751,False,True,True,-1.6062,False,,274,451,417
MGYP000607412702,8B4U,780.0,17.3,6EQE,27.04,0.566,False,True,True,-1.6095,False,,124,285,258
MGYP000727577130,8B4U,819.0,19.6,8B4U,24.15,0.941,False,True,True,-1.6096,False,,252,433,399
MGYP001588897990,8B4U,682.0,17.6,8B4U,22.31,0.874,False,True,True,-1.6114,False,,112,235,209
MGYP000907702969,8B4U,814.0,20.4,8B4U,20.75,0.844,False,True,True,-1.6128,False,,131,255,225
MGYP000252798599,8B4U,827.0,20.9,8B4U,35.77,0.502,False,True,True,-1.6144,False,,111,277,247
MGYP001054298266,8B4U,664.0,17.4,4EB0,24.3,0.876,False,True,True,-1.6153,False,,554,666,634
MGYP001320080127,8B4U,432.0,11.9,8B4U,21.56,0.595,False,True,True,-1.6175,False,,238,362,330
MGYP001597649357,8B4U,897.0,24.8,8B4U,30.08,0.814,False,True,True,-1.6189,False,,113,269,240
MGYP003637942778,8B4U,721.0,16.0,8B4U,25.47,0.58,False,True,True,-1.6246,False,,255,429,395
MGYP002622026673,8B4U,666.0,17.0,8B4U,24.6,0.855,False,True,True,-1.6256,False,,671,785,753
MGYP003945941355,8B4U,665.0,15.8,6EQE,23.75,0.547,False,True,True,-1.628,False,,161,360,327
MGYP001765959531,8B4U,867.0,22.7,8B4U,25.63,0.944,False,True,True,-1.6309,False,,254,385,351
MGYP000682549734,8B4U,488.0,11.8,4CG1,23.5,0.664,False,True,True,-1.6315,False,,181,341,299
MGYP001420169191,6EQE,827.0,19.7,6EQE,25.0,0.857,False,True,True,-1.6326,False,,165,247,216
MGYP001061161721,8B4U,686.0,17.7,6EQE,24.67,0.502,False,True,True,-1.6334,False,,343,450,418
MGYP000512945487,8B4U,395.0,10.4,4EB0,23.64,0.558,False,True,True,-1.6352,False,,122,357,328
MGYP000374024256,8B4U,434.0,11.3,4WFI,21.68,0.547,False,True,True,-1.6355,False,,76,228,101
MGYP001314522175,8B4U,409.0,11.1,8B4U,20.0,0.636,False,True,True,-1.6376,False,,148,346,313
MGYP002625117375,8B4U,692.0,16.9,4WFI,26.13,0.682,False,True,True,-1.6388,False,,146,293,263
MGYP003429306232,8B4U,696.0,16.3,8B4U,22.89,0.691,False,True,True,-1.6396,False,,273,380,348
MGYP000297666684,8B4U,677.0,17.1,4CG1,25.62,0.538,False,True,True,-1.6402,False,,607,714,682
MGYP000932170076,8B4U,819.0,20.2,8B4U,32.31,0.465,True,True,True,-1.6405,False,,191,358,326
MGYP000870926847,8B4U,668.0,17.9,4WFI,26.34,0.581,False,True,True,-1.6417,False,,554,661,629
MGYP003589262319,8B4U,863.0,23.1,8B4U,25.78,0.929,False,True,True,-1.6419,False,,178,291,263
MGYP001595709330,8B4U,460.0,11.9,4EB0,20.45,0.628,False,True,True,-1.6431,False,,144,259,220
MGYP001817239581,8B4U,698.0,17.7,8B4U,22.5,0.829,False,True,True,-1.6432,False,,107,271,237
MGYP000601435279,8B4U,897.0,23.8,8B4U,31.21,0.61,False,True,True,-1.6437,False,,114,267,238
MGYP001466885296,8B4U,398.0,10.8,6EQE,24.31,0.509,False,True,True,-1.6437,False,,212,384,352
MGYP002641403907,8B4U,698.0,13.0,8B4U,20.52,0.829,False,True,True,-1.6455,False,,113,266,237
MGYP000849071269,8B4U,879.0,23.9,8B4U,25.51,0.885,False,True,True,-1.6466,False,,105,226,198
MGYP003286414390,8B4U,689.0,16.4,8B4U,23.84,0.61,False,True,True,-1.647,False,,431,597,563
MGYP000211660575,8B4U,742.0,16.7,8B4U,21.85,0.911,False,True,True,-1.6497,False,,250,429,397
MGYP000111886866,8B4U,953.0,24.6,8B4U,27.52,0.955,False,True,True,-1.651,False,,109,211,182
MGYP002714727525,8B4U,392.0,11.8,6EQE,27.54,0.238,True,True,True,-1.6515,False,,217,406,377
MGYP000511725432,8B4U,402.0,11.7,4WFI,57.14,0.054,True,True,True,-1.6516,False,,153,350,317
MGYP003290972315,8B4U,848.0,22.7,8B4U,28.83,0.773,False,True,True,-1.6521,False,,115,233,206
MGYP000737115007,8B4U,718.0,17.4,4EB0,35.82,0.26,True,True,True,-1.6525,False,,110,266,239
MGYP002518532862,8B4U,381.0,10.5,6EQE,80.0,0.019,True,True,True,-1.6545,False,,137,238,194
MGYP001322981233,8B4U,839.0,24.1,8B4U,28.35,0.937,False,True,True,-1.6548,False,,108,219,190
MGYP001434603765,8B4U,440.0,11.6,6EQE,21.89,0.785,False,True,True,-1.6552,False,,126,302,269
MGYP000686560795,8B4U,843.0,21.5,8B4U,26.22,0.948,False,True,True,-1.6559,False,,123,249,220
MGYP001373334056,8B4U,380.0,11.6,4EB0,23.4,0.636,False,True,True,-1.656,False,,157,336,307
MGYP001362337416,8B4U,828.0,22.0,8B4U,27.13,0.781,False,True,True,-1.6572,False,,126,271,242
MGYP002517887424,8B4U,829.0,22.5,8B4U,26.97,0.885,False,True,True,-1.6607,False,,110,230,202
MGYP002528109929,8B4U,833.0,24.6,8B4U,26.36,0.881,False,True,True,-1.6613,False,,107,223,194
MGYP001494665526,8B4U,695.0,17.8,6EQE,26.35,0.604,False,True,True,-1.6639,False,,149,308,281
MGYP001042551059,8B4U,397.0,11.0,4WFI,25.0,0.802,False,True,True,-1.6646,False,,198,365,230
MGYP000204801489,8B4U,678.0,17.0,4EB0,25.62,0.57,False,True,True,-1.6647,False,,135,297,270
MGYP000308469957,8B4U,441.0,11.2,4WFI,23.19,0.519,False,True,True,-1.6647,False,,157,313,284
MGYP001153903546,8B4U,784.0,17.7,8B4U,25.1,0.844,False,True,True,-1.6648,False,,112,228,199
MGYP002796222307,8B4U,822.0,23.8,8B4U,23.88,0.937,False,True,True,-1.6667,False,,218,347,314
MGYP002639883717,8B4U,732.0,17.6,8B4U,30.6,0.491,True,True,True,-1.6678,False,,115,274,246
MGYP002715433871,8B4U,379.0,11.3,8B4U,35.0,0.074,True,True,True,-1.6679,False,,195,387,353
MGYP001627147931,8B4U,688.0,15.4,6EQE,27.27,0.106,True,True,True,-1.6703,False,,128,256,227
MGYP003302621922,8B4U,828.0,24.8,8B4U,28.17,0.896,False,True,True,-1.6706,False,,110,237,209
MGYP003776607199,8B4U,426.0,10.7,4WFI,37.04,0.105,True,True,True,-1.6727,False,,161,359,326
MGYP000719448098,8B4U,830.0,17.2,8B4U,22.92,0.829,False,True,True,-1.673,False,,108,235,206
MGYP002510405851,8B4U,703.0,17.3,6EQE,32.69,0.189,True,True,True,-1.675,False,,171,270,239
MGYP003599307424,8B4U,882.0,24.7,8B4U,29.66,0.907,False,True,True,-1.6757,False,,111,262,233
MGYP000188272728,8B4U,863.0,23.8,8B4U,29.36,0.833,False,True,True,-1.6765,False,,108,231,203
MGYP001129766579,8B4U,393.0,11.8,6EQE,33.33,0.132,True,True,True,-1.677,False,,282,400,358
MGYP001071634795,8B4U,730.0,17.2,8B4U,22.13,0.822,False,True,True,-1.6774,False,,107,235,206
MGYP001361285931,8B4U,419.0,10.8,6EQE,43.75,0.06,True,True,True,-1.6774,False,,178,316,275
MGYP001034562425,8B4U,676.0,16.7,8B4U,23.84,0.625,False,True,True,-1.6794,False,,409,526,494
MGYP001217529943,8B4U,392.0,11.5,4WFI,23.97,0.539,False,True,True,-1.6798,False,,122,362,332
MGYP000341215843,8B4U,692.0,16.8,8B4U,24.52,0.509,False,True,True,-1.6803,False,,173,364,331
MGYP000583805626,8B4U,670.0,16.3,8B4U,19.69,0.937,False,True,True,-1.6808,False,,200,315,283
MGYP001193830564,8B4U,715.0,16.8,8B4U,22.62,0.87,False,True,True,-1.6815,False,,595,702,670
MGYP001250928363,8B4U,824.0,19.7,4CG1,24.33,0.908,False,True,True,-1.6817,False,,113,323,289
MGYP003681899192,8B4U,908.0,24.6,8B4U,27.99,0.959,False,True,True,-1.6821,False,,121,241,212
MGYP001314939303,8B4U,764.0,17.3,8B4U,21.6,0.948,False,True,True,-1.6835,False,,257,434,400
MGYP000884347002,8B4U,700.0,16.1,4EB0,25.47,0.771,False,True,True,-1.6837,False,,123,286,253
MGYP003480308794,8B4U,676.0,17.5,8B4U,23.21,0.796,False,True,True,-1.6838,False,,116,225,194
MGYP003374938460,8B4U,855.0,21.4,8B4U,25.63,0.836,False,True,True,-1.684,False,,124,239,211
MGYP000603174126,8B4U,433.0,10.0,4CG1,22.58,0.561,False,True,True,-1.6842,False,,118,357,328
MGYP001277833737,8B4U,666.0,17.4,4CG1,34.15,0.137,True,True,True,-1.686,False,,633,740,708
MGYP001126059814,8B4U,823.0,20.2,8B4U,25.61,0.825,False,True,True,-1.6881,False,,126,250,222
MGYP000731090319,8B4U,404.0,11.2,8B4U,24.08,0.662,False,True,True,-1.689,False,,148,351,318
MGYP001623631614,8B4U,821.0,20.8,8B4U,23.77,0.941,False,True,True,-1.6897,False,,194,320,288
MGYP001129889817,8B4U,405.0,11.8,8B4U,64.29,0.052,True,True,True,-1.6919,False,,130,348,154
MGYP001256720630,8B4U,877.0,20.3,8B4U,26.5,0.907,False,True,True,-1.6921,False,,120,270,241
MGYP002169245057,8B4U,390.0,11.0,4EB0,21.17,0.504,False,True,True,-1.6926,False,,130,213,181
MGYP001009309259,8B4U,880.0,23.5,8B4U,28.87,0.855,False,True,True,-1.6928,False,,111,231,202
MGYP000857166815,8B4U,462.0,11.3,4WFI,33.33,0.19,True,True,True,-1.6929,False,,118,305,277
MGYP000601511225,8B4U,669.0,16.5,8B4U,25.79,0.572,False,True,True,-1.6931,False,,266,373,341
MGYP003582691015,8B4U,771.0,17.6,8B4U,23.63,0.855,False,True,True,-1.6938,False,,256,433,399
MGYP001118827245,8B4U,675.0,17.3,8B4U,23.21,0.937,False,True,True,-1.6945,False,,121,267,237
MGYP001795115428,8B4U,714.0,17.5,8B4U,22.51,0.9,False,True,True,-1.6946,False,,151,303,270
MGYP001412622670,8B4U,815.0,21.1,8B4U,24.53,0.941,False,True,True,-1.6954,False,,253,430,396
MGYP001606051259,8B4U,834.0,20.9,8B4U,25.76,0.959,False,True,True,-1.6978,False,,108,218,188
MGYP001087926727,8B4U,850.0,19.7,8B4U,24.43,0.848,False,True,True,-1.6979,False,,132,255,227
MGYP001602186030,8B4U,708.0,17.6,6EQE,25.69,0.543,False,True,True,-1.699,False,,165,284,252
MGYP001350253282,8B4U,683.0,17.3,8B4U,24.35,0.755,False,True,True,-1.7012,False,,103,280,246
MGYP001614607474,8B4U,854.0,24.3,8B4U,29.54,0.84,False,True,True,-1.7063,False,,103,227,198
MGYP003918522703,8B4U,671.0,16.6,8B4U,22.08,0.822,False,True,True,-1.708,False,,318,425,393
MGYP003291391240,8B4U,666.0,17.2,8B4U,19.92,0.892,False,True,True,-1.7101,False,,101,221,192
MGYP001124462214,8B4U,922.0,22.5,8B4U,27.65,0.955,False,True,True,-1.7125,False,,109,229,200
MGYP001560619244,8B4U,700.0,17.3,8B4U,25.61,0.781,False,True,True,-1.7127,False,,145,284,256
MGYP000167995510,8B4U,886.0,21.4,8B4U,36.09,0.494,True,True,True,-1.7148,False,,113,268,240
MGYP000238088191,8B4U,397.0,11.1,4CG1,22.42,0.546,False,True,True,-1.7155,False,,164,363,330
MGYP000694340471,8B4U,830.0,19.2,8B4U,25.98,0.796,False,True,True,-1.7162,False,,237,402,368
MGYP000126433721,8B4U,668.0,15.3,8B4U,21.33,0.743,False,True,True,-1.7172,False,,117,258,230
MGYP000080710338,8B4U,835.0,21.9,8B4U,26.05,0.922,False,True,True,-1.7184,False,,115,229,201
MGYP000562456579,8B4U,796.0,16.8,8B4U,21.49,0.751,False,True,True,-1.719,False,,261,416,386
MGYP001766133917,8B4U,679.0,15.8,8B4U,21.01,0.851,False,True,True,-1.7198,False,,317,431,399
MGYP003365032963,8B4U,391.0,10.5,4CG1,36.36,0.168,True,True,True,-1.7199,False,,375,526,495
MGYP001363790900,8B4U,768.0,17.9,4CG1,24.07,0.504,False,True,True,-1.7203,False,,262,445,411
MGYP000986570237,8B4U,847.0,23.7,8B4U,29.96,0.822,False,True,True,-1.7217,False,,109,229,200
MGYP000627935279,8B4U,451.0,11.9,4WFI,50.0,0.047,True,True,True,-1.7222,False,,155,324,271
MGYP001190694878,8B4U,691.0,16.6,8B4U,24.0,0.743,False,True,True,-1.7254,False,,134,268,240
MGYP002631020206,8B4U,669.0,14.6,8B4U,20.55,0.959,False,True,True,-1.7255,False,,204,332,300
MGYP001213714605,8B4U,512.0,11.9,4CG1,28.76,0.557,False,True,True,-1.7258,False,,156,347,315
MGYP000541191704,8B4U,729.0,16.9,8B4U,22.48,0.866,False,True,True,-1.7261,False,,251,426,392
MGYP001309548900,8B4U,682.0,17.5,4EB0,22.22,0.721,False,True,True,-1.7266,False,,147,260,228
MGYP002755891795,8B4U,895.0,24.0,4EB0,26.19,0.581,False,True,True,-1.7297,False,,108,228,199
MGYP000476182851,8B4U,822.0,21.1,8B4U,25.58,0.877,False,True,True,-1.7299,False,,132,309,275
MGYP001256892811,8B4U,858.0,22.7,8B4U,29.15,0.751,False,True,True,-1.7303,False,,362,495,463
MGYP000940000163,8B4U,841.0,23.2,8B4U,29.82,0.914,False,True,True,-1.7322,False,,114,261,232
MGYP001448931420,8B4U,824.0,22.3,8B4U,26.95,0.918,False,True,True,-1.7329,False,,112,232,203
MGYP002787476374,8B4U,669.0,17.6,8B4U,25.25,0.61,False,True,True,-1.7336,False,,165,307,274
MGYP001126194376,8B4U,673.0,16.9,8B4U,23.47,0.77,False,True,True,-1.7344,False,,585,690,658
MGYP001030541468,8B4U,697.0,17.0,4WFI,24.5,0.543,False,True,True,-1.7366,False,,599,706,674
MGYP002626506833,8B4U,734.0,17.0,8B4U,21.32,0.896,False,True,True,-1.7378,False,,113,254,224
MGYP001480179887,8B4U,881.0,22.9,8B4U,25.99,0.981,False,True,True,-1.7384,False,,113,228,198
MGYP000611742684,8B4U,467.0,11.9,4EB0,42.86,0.054,True,True,True,-1.7408,False,,104,256,129
MGYP001031319637,8B4U,847.0,23.6,8B4U,29.68,0.755,False,True,True,-1.7417,False,,115,233,206
MGYP000175439340,8B4U,673.0,17.9,8B4U,23.48,0.792,False,True,True,-1.7428,False,,141,292,258
MGYP001294662795,8B4U,728.0,17.6,4WFI,21.29,0.798,False,True,True,-1.7429,False,,152,333,299
MGYP000110393197,8B4U,383.0,11.7,6EQE,46.67,0.057,True,True,True,-1.7432,False,,157,355,322
MGYP000476948749,8B4U,916.0,21.1,8B4U,25.82,0.881,False,True,True,-1.7437,False,,109,229,200
MGYP001256624612,8B4U,668.0,17.8,8B4U,24.56,0.81,False,True,True,-1.7438,False,,311,418,386
MGYP001277065521,8B4U,393.0,11.7,4CG1,42.86,0.134,True,True,True,-1.7442,False,,26,238,210
MGYP001487757431,8B4U,845.0,21.5,8B4U,23.97,0.959,False,True,True,-1.7454,False,,110,230,201
MGYP001366561138,8B4U,818.0,21.3,8B4U,32.41,0.528,False,True,True,-1.7476,False,,259,435,401
MGYP001088079996,8B4U,390.0,11.9,4EB0,54.55,0.043,True,True,True,-1.7477,False,,141,264,209
MGYP001412603807,8B4U,792.0,16.6,8B4U,25.45,0.777,False,True,True,-1.7477,False,,252,430,396
MGYP000938566491,8B4U,688.0,17.2,8B4U,20.77,0.844,False,True,True,-1.7478,False,,109,254,225
MGYP001550714612,8B4U,708.0,16.2,8B4U,21.74,0.851,False,True,True,-1.7507,False,,127,252,221
MGYP002514626289,8B4U,486.0,10.8,4EB0,36.36,0.124,True,True,True,-1.7519,False,,108,274,244
MGYP001211989120,8B4U,461.0,11.9,4WFI,47.62,0.078,True,True,True,-1.7529,False,,104,250,220
MGYP001465678271,8B4U,672.0,17.8,6EQE,23.87,0.547,False,True,True,-1.7552,False,,206,321,289
MGYP000090941361,8B4U,421.0,11.9,8B4U,25.35,0.502,False,True,True,-1.7554,False,,134,317,288
MGYP000206358616,8B4U,878.0,21.1,8B4U,23.9,0.907,False,True,True,-1.7556,False,,108,210,181
MGYP000214339000,8B4U,858.0,20.4,8B4U,22.51,0.84,False,True,True,-1.7556,False,,148,263,235
MGYP001829082868,8B4U,741.0,17.5,8B4U,22.04,0.799,False,True,True,-1.7564,False,,151,294,265
MGYP002853877582,8B4U,929.0,23.1,8B4U,26.36,0.874,False,True,True,-1.7574,False,,112,238,207
MGYP000860866906,8B4U,823.0,24.0,8B4U,27.44,0.933,False,True,True,-1.7578,False,,149,268,238
MGYP001555895012,8B4U,677.0,17.4,4EB0,22.54,0.609,False,True,True,-1.7589,False,,515,635,603
MGYP000217924593,8B4U,677.0,16.8,6EQE,24.71,0.626,False,True,True,-1.7614,False,,608,715,683
MGYP000279562447,8B4U,683.0,17.5,8B4U,23.47,0.71,False,True,True,-1.7614,False,,152,253,224
MGYP001818926055,8B4U,664.0,17.5,4WFI,24.0,0.636,False,True,True,-1.7618,False,,162,327,294
MGYP001823962480,8B4U,829.0,20.0,8B4U,26.94,0.747,False,True,True,-1.7621,False,,118,263,234
MGYP000864310480,8B4U,858.0,21.2,8B4U,27.23,0.751,False,True,True,-1.7642,False,,119,264,235
MGYP000965788280,8B4U,844.0,21.4,6EQE,27.4,0.502,False,True,True,-1.7647,False,,140,262,232
MGYP001033991987,8B4U,839.0,23.8,8B4U,28.57,0.848,False,True,True,-1.7661,False,,114,228,200
MGYP000739664088,8B4U,763.0,15.5,4WFI,30.77,0.477,True,True,True,-1.7667,False,,248,417,383
MGYP001576614225,8B4U,837.0,21.1,8B4U,25.67,0.926,False,True,True,-1.7673,False,,114,234,204
MGYP001546853723,8B4U,694.0,17.6,4WFI,26.35,0.624,False,True,True,-1.768,False,,108,252,222
MGYP001566738171,8B4U,992.0,23.0,8B4U,27.54,0.866,False,True,True,-1.7685,False,,108,224,196
MGYP003572082133,8B4U,386.0,11.3,6EQE,66.67,0.045,True,True,True,-1.7701,False,,218,342,313
MGYP001153880179,8B4U,393.0,10.5,4EB0,33.33,0.081,True,True,True,-1.7716,False,,366,575,542
MGYP001547142404,8B4U,669.0,17.6,8B4U,28.1,0.52,False,True,True,-1.7718,False,,116,263,234
MGYP003290956411,8B4U,734.0,17.9,8B4U,22.35,0.874,False,True,True,-1.7724,False,,133,268,240
MGYP003575210970,8B4U,667.0,14.7,8B4U,18.62,0.885,False,True,True,-1.7738,False,,606,712,680
MGYP001115216937,8B4U,827.0,24.3,8B4U,27.24,0.952,False,True,True,-1.7741,False,,110,225,196
MGYP000613313744,8B4U,819.0,20.8,8B4U,25.65,0.9,False,True,True,-1.7745,False,,133,258,228
MGYP001441244011,8B4U,889.0,21.6,8B4U,27.95,0.807,False,True,True,-1.7745,False,,137,270,236
MGYP000922433928,8B4U,673.0,17.6,8B4U,30.71,0.517,False,True,True,-1.7755,False,,114,277,247
MGYP002734818053,8B4U,707.0,17.5,8B4U,26.05,0.818,False,True,True,-1.7758,False,,108,231,204
MGYP001820335363,8B4U,440.0,10.7,4EB0,40.0,0.078,True,True,True,-1.7772,False,,177,319,286
MGYP001808279427,8B4U,399.0,11.3,4EB0,22.15,0.539,False,True,True,-1.7775,False,,161,272,235
MGYP000424578625,8B4U,857.0,23.2,8B4U,26.79,0.914,False,True,True,-1.779,False,,123,247,217
MGYP000627727864,8B4U,675.0,17.1,8B4U,20.23,0.929,False,True,True,-1.7796,False,,137,252,220
MGYP001767687003,8B4U,694.0,17.4,4CG1,26.35,0.5,False,True,True,-1.7804,False,,142,306,275
MGYP001234397181,8B4U,431.0,10.9,8B4U,20.38,0.546,False,True,True,-1.7812,False,,127,334,303
MGYP000349319269,6EQE,679.0,17.1,6EQE,25.16,0.525,False,True,True,-1.7821,False,,166,277,227
MGYP003291682861,8B4U,677.0,16.2,8B4U,26.11,0.717,False,True,True,-1.7825,False,,116,251,223
MGYP001417659329,8B4U,848.0,24.9,8B4U,26.14,0.967,False,True,True,-1.7837,False,,108,226,197
MGYP003109587856,8B4U,870.0,23.3,4EB0,28.1,0.523,False,True,True,-1.7844,False,,133,262,228
MGYP000565010547,8B4U,708.0,16.8,8B4U,23.45,0.799,False,True,True,-1.7851,False,,285,392,360
MGYP001076256659,8B4U,848.0,22.4,8B4U,26.12,0.877,False,True,True,-1.7868,False,,141,273,240
MGYP003291133271,8B4U,826.0,22.2,8B4U,22.85,0.941,False,True,True,-1.7876,False,,168,283,192
MGYP001764563403,8B4U,713.0,15.5,8B4U,24.52,0.859,False,True,True,-1.7903,False,,123,258,230
MGYP001480522070,8B4U,421.0,11.1,8B4U,24.47,0.732,False,True,True,-1.7913,False,,178,373,340
MGYP001812478029,8B4U,824.0,20.9,8B4U,34.25,0.517,False,True,True,-1.7919,False,,252,417,383
MGYP001363799620,8B4U,691.0,17.7,4WFI,23.18,0.578,False,True,True,-1.7924,False,,242,405,372
MGYP003567618099,8B4U,667.0,17.9,8B4U,24.06,0.695,False,True,True,-1.7931,False,,142,281,253
MGYP003138354798,8B4U,477.0,11.8,8B4U,62.5,0.03,True,True,True,-1.7962,False,,140,321,293
MGYP000855797297,8B4U,851.0,21.8,8B4U,27.52,0.922,False,True,True,-1.7963,False,,125,235,207
MGYP000577596318,8B4U,399.0,11.5,4CG1,41.18,0.065,True,True,True,-1.7976,False,,170,413,385
MGYP001809727400,8B4U,687.0,16.2,8B4U,24.22,0.74,False,True,True,-1.7979,False,,143,282,254
MGYP001220050985,8B4U,420.0,11.7,4WFI,41.67,0.047,True,True,True,-1.7984,False,,139,308,163
MGYP000467568374,8B4U,678.0,16.0,8B4U,22.27,0.74,False,True,True,-1.8004,False,,126,280,248
MGYP003110142695,8B4U,763.0,16.4,8B4U,20.83,0.892,False,True,True,-1.8008,False,,126,250,222
MGYP000558770721,8B4U,400.0,11.5,4CG1,41.03,0.13,True,True,True,-1.8014,False,,156,305,273
MGYP001255559859,8B4U,403.0,10.5,4CG1,22.93,0.561,False,True,True,-1.802,False,,114,353,324
MGYP000964701497,8B4U,385.0,11.9,4CG1,62.5,0.031,True,True,True,-1.8027,False,,132,259,156
MGYP000581023693,8B4U,671.0,17.3,6EQE,30.07,0.506,False,True,True,-1.8047,False,,339,448,415
MGYP001820383160,8B4U,859.0,21.1,4EB0,31.13,0.527,False,True,True,-1.8048,False,,111,235,205
MGYP001562550388,8B4U,814.0,24.7,8B4U,27.03,0.941,False,True,True,-1.8063,False,,127,240,208
MGYP001169534938,8B4U,679.0,16.9,8B4U,24.06,0.699,False,True,True,-1.8069,False,,139,273,245
MGYP001776242224,8B4U,846.0,24.6,8B4U,26.4,0.888,False,True,True,-1.8071,False,,111,225,197
MGYP000443902742,8B4U,713.0,16.6,4WFI,23.95,0.612,False,True,True,-1.8074,False,,117,274,247
MGYP000082210288,8B4U,710.0,15.6,8B4U,20.94,0.777,False,True,True,-1.8084,False,,139,275,247
MGYP000687475895,8B4U,420.0,11.6,8B4U,19.38,0.71,False,True,True,-1.8093,False,,140,292,260
MGYP001811648569,8B4U,841.0,23.5,4EB0,26.44,0.601,False,True,True,-1.8106,False,,110,230,201
MGYP002716529354,8B4U,382.0,11.9,6EQE,42.11,0.072,True,True,True,-1.8118,False,,119,281,254
MGYP002633052099,8B4U,669.0,17.1,4WFI,71.43,0.054,True,True,True,-1.8122,False,,135,292,260
MGYP003590764129,8B4U,403.0,11.5,8B4U,23.59,0.665,False,True,True,-1.8122,False,,154,359,326
MGYP003361693583,8B4U,417.0,10.4,4CG1,31.91,0.176,True,True,True,-1.8142,False,,371,522,491
MGYP001581477848,8B4U,835.0,22.4,8B4U,26.09,0.933,False,True,True,-1.8143,False,,110,225,196
MGYP002531472803,8B4U,985.0,23.5,8B4U,28.45,0.855,False,True,True,-1.8154,False,,109,226,197
MGYP003965342237,8B4U,821.0,20.3,8B4U,24.33,0.929,False,True,True,-1.8154,False,,109,233,204
MGYP001473736071,8B4U,838.0,20.9,8B4U,25.75,0.788,False,True,True,-1.8155,False,,126,251,223
MGYP000420174618,8B4U,394.0,10.9,4EB0,23.04,0.636,False,True,True,-1.8157,False,,203,361,332
MGYP001201248907,8B4U,730.0,17.4,4EB0,24.46,0.655,False,True,True,-1.8178,False,,251,424,391
MGYP001240818735,8B4U,668.0,16.7,8B4U,23.49,0.866,False,True,True,-1.8181,False,,165,319,289
MGYP001380035159,6EQE,678.0,17.4,4WFI,27.78,0.55,False,True,True,-1.8186,False,,177,286,255
MGYP001111674570,8B4U,761.0,17.5,8B4U,26.96,0.606,False,True,True,-1.8192,False,,126,278,249
MGYP000503467298,8B4U,922.0,24.7,8B4U,28.87,0.851,False,True,True,-1.8202,False,,104,220,191
MGYP003295412873,8B4U,410.0,10.7,6EQE,50.0,0.038,True,True,True,-1.8202,False,,223,426,388
MGYP001029002280,8B4U,422.0,11.9,6EQE,50.0,0.03,True,True,True,-1.8209,False,,104,258,128
MGYP003494773940,8B4U,408.0,11.5,6EQE,47.06,0.064,True,True,True,-1.8212,False,,128,297,264
MGYP001791611620,8B4U,741.0,16.8,8B4U,21.54,0.848,False,True,True,-1.8246,False,,135,289,255
MGYP003299816421,8B4U,670.0,17.6,6EQE,26.04,0.589,False,True,True,-1.8247,False,,388,495,463
MGYP000642666584,8B4U,850.0,21.1,8B4U,25.97,0.933,False,True,True,-1.8254,False,,117,267,234
MGYP001283660085,8B4U,926.0,24.6,8B4U,42.34,0.413,True,True,True,-1.8286,False,,119,233,204
